UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
1,21.95552,98,Male,None,Medium,Lagging,Medium,1.298701,2.75,2.318182,2.25,2
23,22.42157,31,Male,None,Medium,Immediate,Medium,0.7220216,2.5,2.119565,1.75,2
7,29.4516,52,Male,None,Medium,Immediate,Low,0.7968128,2.5,2.05,2,2
8,29.4516,59,Male,WheelChair,High,Lagging,Low,0.9182736,2.75,2.3,2.25,2
15,37.80498,59,Female,None,Low,Lagging,Low,0.8223684,2.75,2.276316,2.25,2
25,40.05838,59,Female,None,Medium,Lagging,High,0.8223684,2.5,2.237805,2,2
18,42.55552,78,Female,None,High,Lagging,Low,0.9276438,2.75,2.412791,2.25,2
4,47.55784,50,Female,None,Low,Immediate,Medium,0.7874016,2.75,2.28125,2.25,2
10,49.56425,54,Male,None,Low,Lagging,Low,0.8097166,2.5,2.04,2,2
21,51.59384,22,Male,None,Low,Lagging,Medium,0.6802721,2.25,1.923077,1.75,2
9,61.7526,65,Female,None,Low,Lagging,Medium,0.8354219,2.25,1.979839,1.75,2
19,62.49775,64,Male,None,Medium,Lagging,Low,0.8403361,2.75,2.31746,2.25,2
13,67.50511,48,Male,WakingStick,Low,Immediate,Low,0.9263548,2.75,2.286764,2.25,2
20,74.38023,28,Female,None,Low,Lagging,Low,0.7092199,2.5,2.29,2,2
24,79.62174,72,Female,None,High,Lagging,Low,0.8833923,3,2.55625,2.25,2
2,81.66575,72,Female,None,Low,Immediate,Low,0.8833923,2.75,2.060976,2,2
5,97.06823,34,Male,None,Low,Lagging,Low,0.7462686,3,2.681122,2.5,2
11,99.08588,89,Female,None,Low,Lagging,Low,1.02459,2.5,2.029999,2,2
12,103.0811,61,Female,WheelChair,Low,Lagging,Low,0.9137427,2.5,2.057693,2,2
17,104.5733,39,Male,None,Low,Lagging,Low,0.7751938,2.5,2.028571,2,2
16,120.5579,95,Female,None,Low,Lagging,Low,1.25,2.75,2.080578,2.25,2
14,121.5665,67,Male,None,High,Immediate,Low,0.8474576,3,2.446722,2.25,2
3,132.3169,86,Female,None,Low,Lagging,Low,0.9803922,3,2.667294,2.75,1
26,134.8108,43,Male,None,Low,Lagging,High,0.7722008,2.5,2.062963,2,2
6,137.3248,37,Female,None,Medium,Lagging,Low,0.7183908,3,2.673912,2.5,2
22,160.0766,87,Female,None,Medium,Lagging,Low,1,3,2.649069,2.5,2
27,277.5658,63,Female,None,High,Immediate,Low,0.8319467,3,2.56025,2.5,2
